2017,1,26,8:50,9:30,orientation,,診断学実習
2017,1,26,9:30,10:15,臨床推論,,診断学実習
2017,1,26,10:30,12:00,感染管理,,診断学実習
2017,1,26,13:00,14:30,診療録・ informed consent,,診断学実習
2017,1,26,14:45,15:30,採血手技,,診断学実習
2017,1,26,15:30,16:15,presentation,,診断学実習
2017,1,27,8:45,10:15,全身状態の把握・ risk management,,診断学実習
2017,1,27,10:30,12:00,医療面接,,診断学実習
2017,1,27,13:30,16:30,医療面接,,診断学実習
2017,1,30,9:00,12:00,頭頸部診察 1,,診断学実習
2017,1,30,13:30,16:30,頭頸部診察 1,,診断学実習
2017,1,31,9:00,12:00,頭頸部診察 2,,診断学実習
2017,1,31,13:30,16:30,胸部診察 1,,診断学実習
2017,2,1,9:00,12:00,胸部診察 2,,診断学実習
2017,2,1,13:30,16:30,脈拍血圧測定・血管系 ( 大動脈瘤・四肢 ),,診断学実習
2017,2,2,9:00,12:00,腹部診察,,診断学実習
2017,2,2,13:30,16:30,神経診察,,診断学実習
2017,2,3,9:00,12:00,四肢・脊柱診察,,診断学実習
2017,2,3,13:30,16:30,手洗い・ gown technic ・感染管理,,診断学実習
2017,2,6,9:00,12:00,救急処置,,診断学実習
2017,2,6,13:30,16:30,採血手技,,診断学実習
